email,PLZ,Kino,Ort,status,Latitude,Longitude
konstanz@cinestar.de,78462.0,CineStar - Der Filmpalast,Konstanz,active,47.6614546,9.1625707
info@evented.de,78465.0,Mainau Filmnächte,Konstanz,active,47.7032803,9.1780136
info@zebra-kino.de,78467.0,Zebra,Konstanz,active,47.6788137,9.1604913
info@scala-tuttlingen.de,78532.0,Scala Tuttlingen,Tuttlingen,bounced,47.9862672,8.8178238
kino@central-kino-rottweil.de,78628.0,Central-Kino-Rottweil,Rottweil,bounced,48.168123,8.6264331
info@welcome-guide.de,78647.0,Kommunales Kino Trossingen im Lindesaal,Trossingen,bounced,48.072522,8.6347467
postkasten@kinoparadies.de,78727.0,Sommernachtskino,Oberndorf am Neckar,active,48.2919908,8.5726937
info@aka-filmclub.de,79098.0,KG II - HS 2006,Freiburg,active,47.9947274,7.844336
kontakt@friedrichsbau-kino.de,79098.0,Friedrichsbau Lichtspiele,Freiburg,active,47.9920304,7.8458402
kino@koki-freiburg.de,79102.0,Kommunales Kino,Freiburg,active,47.9848058,7.85096
stefan_schaich@yahoo.de,79183.0,Open Air,Waldkirch,active,47.7868916,7.925941
webmaster@klappe11.de,79183.0,Kommunales Kino Klappe 11,Waldkirch,bounced,48.10285,7.9710197
joki-kino@web.de,79189.0,Joki-Kino,Bad Krozingen,active,47.9197404,7.6964972
info@koki-breisach.de,79206.0,Engel Lichtspiele,Breisach am Rhein,active,48.0278724,7.5809224
info@maja-emmendingen.de,79312.0,Studio I...,Emmendingen,active,48.0278724,7.5809224
info@kino-kenzingen.de,79341.0,Löwen-Lichtspiele,Kenzingen,active,48.1938515,7.7624667
info@kino-kandern.de,79400.0,Kommunales Kino Kandern e.V.,Kandern,active,47.7144501,7.6601399
info@kino-muellheim.de,79426.0,Kino im Rathaus,Buggingen,active,47.84632,7.6371497
info@freecinema.de,79539.0,Open Air im Hof,Lörrach,active,47.6180916,7.6576304
loerrach@cineplex.de,79539.0,Cineplex Lörrach,Lörrach,active,47.6113226,7.6588215
info@kino-weil.de,79576.0,Kinopalast Weil am Rhein,Weil am Rhein,active,47.5903029,7.5901503
kulturamt@weil-am-rhein.de,79576.0,Open Air am Kieswerk,Weil am Rhein,active,47.5868125,7.6189005
info@kino-rheinfelden.de,79618.0,Rheinflimmern,Rheinfelden,active,47.5601466,7.7832468
info@scala-cinema.de,79650.0,Scala,Schopfheim,active,47.6481735,7.8191918
info@hochrhein-musicals.de,79713.0,Gloria,Bad Säckingen,bounced,47.555811,7.9389163
welcome@albrecht-kino.de,79761.0,FT Bernhalde,Waldshut-Tiengen,bounced,47.621635,8.211184
info@krone-theater.de,79822.0,Krone-Theater,Titisee-Neustadt,active,47.9117292,8.210994
info@kinokultur.info,79837.0,Kursaal Lichtspiele,Sankt Blasien,bounced,47.76135,8.1257497
info@falke-fiedler.de,79853.0,Kino im Höfle,Lenzkirch,active,47.86794,8.1982997
filmmuseum@muenchen.de,80331.0,Filmmuseum,München,active,48.1348267,11.570316
info@city-kinos.de,80331.0,Atelier,München,active,48.1348267,11.570316
info@astor-cinemalounge.de,80333.0,astor@CINEMA LOUNGE,München,active,48.1348262,11.5625644
info@neuesrottmann.de,80333.0,Neues Rottmann,München,active,48.148527,11.5577933
kirchner@theatiner-film.de,80333.0,Theatiner Film,München,bounced,48.1409511,11.5742194
koenigsplatz@kinoopenair.de,80333.0,Open Air Königsplatz,München,active,48.1409506,11.5664678
tu-film@tu-film.de,80333.0,tu film,München,active,48.1480407,11.5651972
502@kinopolis.de,80335.0,Gloria Premium Palast,München,bounced,48.1395416,11.564212
gabriel.filmtheater@gmail.com,80335.0,Gabriel Filmtheater,München,active,48.1432321,11.5576866
info@cinema-muenchen.com,80335.0,Cinema,München,active,48.1432321,11.5576866
mathaeser@kinopolis.net,80335.0,Mathäser der Filmpalast,München,active,48.1391419,11.5612413
sendlingertor@pressmar-kinos.de,80336.0,Filmtheater Sendlinger Tor,München,active,48.1340499,11.5645544
info@royal-muenchen.de,80337.0,Royal Filmpalast,München,active,48.1301545,11.5553005
info@viehhof-kino.de,80337.0,Viehhof-Kino-Open-Air-Kultur-Festival,München,active,48.1232365,11.5530445
info@werkstattkino.de,80469.0,Werkstattkino,München,active,48.1308162,11.5702225
theke@arena-kino.de,80469.0,Arena Filmtheater,München,active,48.1298487,11.5675907
kino@neues-maxim.de,80637.0,Maxim-Filmtheater,München,active,48.1498127,11.5338398
info@neuesrex.de,80687.0,Neues Rex,München,active,48.1414371,11.4898421
info@monopol-kino.de,80797.0,Monopol-Kino,München,active,48.162567,11.5610087
info@muenchen.astor-filmlounge.de,80799.0,Astor im ARRI,München,active,48.1532868,11.5751168
kino@isabella.li,80799.0,Studio Isabella,München,active,48.1532868,11.5751168
leopoldabc.kinos@t-online.de,80803.0,ABC-Kino,München,bounced,48.1552778,11.5676975
office@kinoamolympiasee.de,80809.0,Kino am Olympiasee.,München,active,48.161827,11.582967
redaktion@kultur-forum2.de,80809.0,Kino im forum2,München,active,48.1815185,11.5489047
e.motion@kino-mond-sterne.de,81377.0,"Kino, Mond & Sterne",München,active,48.1815185,11.5489047
e.motion@kino-mond-sterne.de,81377.0,"Kino, Mond & Sterne",München,active,48.1815111,11.5101889
info@kinosolln.de,81479.0,Kino Solln,München,active,48.08082,11.5238097
kundenservice@cincinnati-muenchen.de,81549.0,Cincinnati,München,active,48.0925209,11.5946786
museum@movietown.eu,81669.0,Museum-Lichtspiele,München,active,48.1309686,11.5848336
rio.filmpalast@gmail.com,81669.0,Rio Filmpalast,München,active,48.1286111,11.5904753
lydiajackson@t-online.de,81675.0,KIM - Kino im Einstein,München,active,48.1355192,11.5984683
cadillac@movieplace.de,81925.0,Cadillac & Veranda Kino,München,deleted (unsubscribed),48.1510726,11.6172323
germering@cineplex.de,82110.0,Cineplex,Germering,active,48.1377461,11.3716814
gauting@breitwand.com,82131.0,Kino Breitwand Gauting,Gauting,active,48.0707869,11.3743521
webmaster@filmeck.com,82166.0,Filmeck im Bürgerhaus,Gräfelfing,bounced,48.120428,11.4251997
info@groebenlichtspiele.de,82194.0,Gröben-Lichtspiele,Gröbenzell,active,48.1923401,11.3690683
info@filmstation.de,82205.0,Filmstation,Gilching,active,48.1075259,11.2992531
info@breitwand.com,82211.0,Kino Breitwand,Herrsching am Ammersee,active,47.9989073,11.1747427
kino@unserdorf-wessling.de,82234.0,Kino Pfarrstadel,Weßling,active,48.07044,11.2451699
info@kino-ffb.de,82256.0,Lichtspielhaus Fürstenfeldbruck,Fürstenfeldbruck,active,48.1827969,11.2522546
kino@scala-ffb.de,82256.0,Scala Kino-Center,Fürstenfeldbruck,active,48.1607183,11.2218422
tomblum@t-online.de,82256.0,Fürstenfelder Kinosommer,Fürstenfeldbruck,active,48.1707437,11.2443105
info@kino-stegen.de,82266.0,Kino Alte Brauerei Stegen,Inning am Ammersee,active,48.0762277,11.1358764
teubig-fts@web.de,82327.0,Kur-Theater,Tutzing,active,47.909399,11.2739374
info@star-park.de,82362.0,Starlight,Weilheim in Oberbayern,bounced,47.8420713,11.1391689
rolwolf@t-online.de,82362.0,Trifthof Kinocenter,Weilheim in Oberbayern,active,47.8318842,11.1249493
info@kinop.de,82377.0,KinoP....,Penzberg,active,47.7489547,11.3808427
info@kino-im-griesbraeu.de,82418.0,Griesbräu-Kino,Murnau am Staffelsee,active,47.6800707,11.1978933
info@kinoinkochel.de,82431.0,Filmstudio Kochel,Kochel am See,active,47.655238,11.3600847
vorstand@kinoinkochel.de,82431.0,Freiluftkino Kochel,Kochel am See,active,47.6552083,11.2800817
ftb_wolf@kinowolf.de,82467.0,Hochland-Kino,Garmisch-Partenkirchen,active,47.4946853,11.1045562
mail@kino-heimgarten.de,82487.0,Heimgarten Kino,Oberammergau,active,47.5988411,11.0639392
info@kino-wolfratshausen.de,82515.0,Kinocenter Wolfratshausen,Wolfratshausen,active,47.9149198,11.4197114
info@citydome-rosenheim.de,83022.0,Citydome,Rosenheim,active,47.8507218,12.1243887
info-2014@aibvision.de,83043.0,Aibvision Filmtheater,Bad Aibling,active,47.8621712,12.0028488
info@marias-kino.de,83093.0,Marias Kino,Bad Endorf,active,47.90915,12.2969597
info@mikes-kino.de,83209.0,Mike's Kino,Prien am Chiemsee,active,47.85368,12.3424497
kino-ts@gmx.net,83278.0,FT Central-City-Camera,Traunstein,active,47.8691814,12.6371197
kino@cine-chiemgau.de,83301.0,Cine Chiemgau,Traunreut,active,47.964447,12.5831711
kontakt@stadtkino-trostberg.de,83308.0,Stadtkino Trostberg,Trostberg,active,48.0258246,12.551439
muk.heigl@t-online.de,83352.0,Open Air Kino im Baumburger Gutshof,Altenmarkt an der Alz,active,48.0258246,12.551439
info@park-kino.de,83435.0,Park-Kino-Center,Bad Reichenhall,active,47.7256278,12.8782485
info@kino-berchtesgaden.de,83471.0,Kurkino,Berchtesgaden,active,47.6316455,12.9997684
info@kino-utopia.de,83533.0,Utopia Kino-Sommer,Edling,active,48.0684778,12.1575956
info@foolskino.de,83607.0,Foolskino,Holzkirchen,active,47.8772583,11.6975806
isar-kinocenter@kinowolf.de,83646.0,Isar-Kinocenter,Bad Tölz,active,47.752201,11.5579084
roland_wolf@kinowolf.de,83646.0,Capitoltheater,Bad Tölz,active,47.7597783,11.553152
info@kino-tegernsee.de,83700.0,Kinos am Tegernsee,Rottach-Egern,active,47.685366,11.7562157
155@kinopolis.net,84028.0,Kinopolis Landshut,Landshut,active,48.5394706,12.153929
info@kinoptikum.de,84028.0,Kinoptikum Open Air,Landshut,active,48.5394706,12.153929
office@cinema-dgf.de,84130.0,Cinema Filmpalais,Dingolfing,active,48.6469383,12.4842818
theaterleitung-vilsbiburg@cineplex.de,84137.0,CINEPLEX Lichtspielberg Vilsbiburg,Vilsbiburg,active,48.4497227,12.3361283
info@kino-gangkofen.de,84140.0,Phantasia,Gangkofen,active,48.4350686,12.5662798
info@gerniale.de,84307.0,Gerniale Open Air,Eggenfelden,active,48.3985183,12.7715189
info@kino-eggenfelden.de,84307.0,Filmpalast Eggenfelden,Eggenfelden,active,48.400314,12.7496527
info@bavaria-kino-center.de,84359.0,Bavaria-Kino-Center,Simbach am Inn,bounced,48.2638363,13.0208678
info@skino-dorfen.de,84405.0,s'Kino im Jakobmayer,Dorfen,active,48.273752,12.1482161
kinocafe@online.de,84416.0,Filmkulturhaus - CinoCafé,Taufkirchen an der Vils,bounced,48.345366,12.0634047
info@hollywoodaminn.de,84453.0,Hollywood am Inn,Mühldorf am Inn,active,48.2511988,12.5162861
geschaeftsleitung@cinewood.de,84478.0,Cinewood Kinocenter,Waldkraiburg,active,48.2193288,12.4130258
info@quadroscope.de,84489.0,Quadroscope Stadtkino,Burghausen,active,48.1701158,12.827885
kino@filmkunst.net,85045.0,Audi Programmkino,Ingolstadt,active,48.7825543,11.4125886
info@ingolstadt-altstadtkinos.de,85049.0,Cinema Ingolstadt,Ingolstadt,active,48.7825543,11.4125886
npa@stumpf-papapetrou.de,85049.0,Schrobenhausen & München,,active,48.7825524,11.3945157
ingolstadt@cinestar.de,85057.0,CineStar - Der Filmpalast,Ingolstadt,active,48.7635683,11.2639594
info@kino-eichstaett.de,85072.0,Filmstudio  1...,Eichstätt,active,48.7733057,11.3862036
info@cinema-dachau.de,85221.0,Cinema Dachau,Dachau,active,48.2625562,11.4712621
kino@cineradoplex.de,85276.0,CineradoPlex,Pfaffenhofen an der Ilm,active,48.5234993,11.5306986
info@amperlichtspiele.de,85283.0,Kino  1...,Wolnzach,active,48.7733057,11.3862036
info@rosenhof-lichtspiele.de,85368.0,Rosenhof-Lichtspiele,Moosburg an der Isar,active,48.4663611,11.9332796
theaterleitung-neufahrn@cineplex.de,85375.0,Cineplex Neufahrn,Neufahrn bei Freising,active,48.3295268,11.6893825
julia.wahl@cineplex.de,85435.0,Cineplex,"Erding, Neufahrn, Vilsbiburg",active,48.3059543,11.9132804
julia.wahl@cineplex.de,85435.0,Cineplex,"Erding, Neufahrn, Vilsbiburg",active,48.3295268,11.6893825
julia.wahl@cineplex.de,85435.0,Cineplex,"Erding, Neufahrn, Vilsbiburg",active,48.4497227,12.3361283
theaterleitung-erding@cineplex.de,85435.0,CINEPLEX Lichtspielberg Erding,Erding,active,48.3059052,11.9132224
info@kino-ottobrunn.de,85521.0,FT Smoky/Movie,Ottobrunn,active,48.0610489,11.6516168
info@kino-ottobrunn.de,85521.0,FT Smoky/Movie,Ottobrunn,active,48.0610452,11.6515309
info@kino-haar.de,85540.0,Die Haarer Kinos,Haar,active,48.1083077,11.720217
info@alteskino.de,85560.0,Kino im Alten Kino,Ebersberg,active,48.0783451,11.9654217
contact@capitol-grafing.de,85567.0,Capitol Filmtheater,Grafing bei München,active,48.0479846,11.9632569
kontakt-ak-m@autokino-deutschland.de,85609.0,Kino  1...,Aschheim,active,48.16294,11.6952897
info@capitol-lohhof.de,85716.0,Capitol,Unterschleißheim,active,48.2799646,11.5786133
info@cinestar.de,86150.0,CineStar - Der Filmpalast,Augsburg,active,48.3664995,10.8837344
info@lechflimmern.de,86150.0,Augsburg Thalia,Ingolstadt Union Kino,active,48.3664995,10.8837344
kino@liliom.de,86152.0,Liliom,Augsburg,active,48.3694918,10.8940098
koenigsbrunn@cineplex.de,86343.0,Cineplex Königbrunn,Königsbrunn,active,48.267598,10.8848305
info@kru-kinos.de,86381.0,Cinepark Krumbach,Krumbach,deleted (unsubscribed),48.243431,10.3595489
meitingen@cineplex.de,86405.0,Cineplex Meitingen,Meitingen,active,48.5566802,10.8476261
cinepark@movieplace.de,86529.0,CinePark Kino,Schrobenhausen,deleted (unsubscribed),48.5636642,11.262545
info@herzog-filmtheater.de,86529.0,Herzog-Filmtheater,Schrobenhausen,active,48.5609389,11.2591444
aichach@cineplex.de,86551.0,Cineplex Aichach,Aichach,active,48.4467716,11.1351762
info@cinedrom.de,86609.0,Cinedrom,Donauwörth,active,48.7168239,10.7772698
info@kino-neuburg.de,86633.0,Kinopalast Neuburg,Neuburg an der Donau,active,48.724523,11.191249
info@filmtheater-wertingen.de,86637.0,Filmtheater,Wertingen,bounced,48.56093,10.6807697
kinowemding@aol.com,86650.0,Wemdinger Lichtspiele,Wemding,active,48.8752648,10.720386
mail@kino-noerdlingen.de,86720.0,Ries Theater,Nördlingen,active,48.8503806,10.4881841
kino@filmhaus-huber.de,86825.0,Filmhaus-Huber,Bad Wörishofen,active,48.005709,10.593838
info@filmforum-landsberg.de,86899.0,Filmforum im Stadttheater Landsberg,Landsberg am Lech,active,48.0506075,10.8751578
kino@kino-diessen.de,86911.0,Kinowelt am Ammersee,Dießen am Ammersee,active,47.948272,11.1027018
s.cichowski@augustinum.de,86911.0,Cinema Augustinum,Dießen am Ammersee,active,47.9458989,11.0969957
info@mein-filmpalast.de,86916.0,FILMPALAST,Kaufering,active,48.0803293,10.8527413
penzing@cineplex.de,86929.0,Cineplex Penzing,Penzing,active,48.067225,10.9159586
rimrem@t-online.de,86956.0,Das Lagerhauskino,Schongau,active,47.8113878,10.8958105
ksing@kinokempten.de,87435.0,Colosseum Center,Kempten,active,47.7222213,10.3108457
unionfilmtheater@gmx.de,87509.0,Union Filmtheater,Immenstadt im Allgäu,active,47.5608732,10.2116677
info@filmburg-sonthofen.de,87527.0,Filmburg,Sonthofen,active,47.5128412,10.2780989
fs@ok-kino.de,87561.0,Kurfilmtheater,Oberstdorf,active,47.4063889,10.2768641
info@loft-oberstdorf.de,87561.0,LOFT - SAAL EXTRA...,Oberstdorf,active,47.4063889,10.2768641
info@corona-kinoplex.de,87600.0,Corona KinoPlex,Kaufbeuren,active,47.8923811,10.6518998
leo.hiemer@gmx.de,87600.0,Leo Hiemer Mobiles Kino,Kaufbeuren,active,47.8923811,10.6518998
office@melodrom.de,87600.0,Melodrom,Kaufbeuren,active,47.8998895,10.639666
info@mobile-marktoberdorf.de,87616.0,Filmburg - Das Theaterkino,Marktoberdorf,active,47.7799034,10.6144276
info@alpenfilmtheater.de,87629.0,Alpen Filmtheater,Füssen,active,47.572388,10.6970017
info@kaminwerk.de,87700.0,Kaminwerk...,Memmingen,bounced,47.9746688,10.1818493
memmingen@cineplex.de,87700.0,Cineplex Memmingen,Memmingen,active,47.9989587,10.152723
info@filmtheater-mindelheim.de,87719.0,Filmtheater,Mindelheim,bounced,48.0456211,10.4929539
friedrichshafen@cineplex.de,88045.0,Cineplex Friedrichshafen,Friedrichshafen,active,47.6649468,9.4791455
studio17@gmx.de,88045.0,Studio 17,Friedrichshafen,active,47.6653756,9.4425677
info@kino-tettnang.de,88069.0,KiTT,Tettnang,bounced,47.6695289,9.5844406
info@vaudeville.de,88131.0,Open Eye,Lindau am Bodensee,active,47.54518,9.6757097
kontakt@kino-lindau.de,88131.0,Filmpalast,Lindau am Bodensee,active,47.5469692,9.6787695
kontakt@kino-lindenberg.de,88161.0,Krone-Lichtspiele,Lindenberg im Allgäu,active,47.60189,9.8849097
info@cineparc.de,88212.0,Kinozentrum Frauentor,Ravensburg,active,47.784088,9.6132067
info@kino-wangen.de,88239.0,Lichtspielhaus,Wangen im Allgäu,active,47.685277,9.8289013
info@kulturzentrum-linse.de,88250.0,Open Air Kino im Innenhof der Pädagogisc,Weingarten,active,47.8096599,9.6414171
cineclub@inallermunde.de,88299.0,Central-Theater,Leutkirch im Allgäu,active,47.8273904,10.0207358
kontakt@kino-isny.de,88316.0,Neues Ringtheater Isny,Isny im Allgäu,active,47.6908343,10.0346185
kontakt@seenema-bw.de,88339.0,seenema,Bad Waldsee,active,47.924182,9.7492719
info@kino-saulgau.de,88348.0,Kino Saulgau,Bad Saulgau,active,48.0151378,9.4982979
bc-info@traumpalast.de,88400.0,Traumpalast,Biberach an der Riß,active,48.095883,9.7874887
kontakt@das-lichtspielhaus.de,88499.0,Lichtspielhaus,Riedlingen,active,48.1534192,9.472418
info@kinocenter-mengen.de,88512.0,Kino-Center Mengen,Mengen,active,48.0518067,9.3308942
kino.ueberlingen@yahoo.de,88662.0,Kammer-Lichtspiele & Cine-Greth,Überlingen,active,47.7669412,9.1571351
info@gehrenberg.de,88677.0,Kino im Theaterstadel...,Markdorf,active,47.7270676,9.3925902
info@xinedome.de,89073.0,Xinedome,Ulm,active,48.3972936,9.9829133
sebastian.schmid@dietrich-theater.de,89231.0,Dietrich-Theater,Neu-Ulm,active,48.3836132,10.0035947
info@biigz.de,89312.0,Saal  1...,Günzburg,active,48.4534957,10.275468
info@kino-offingen.de,89362.0,Donau-Lichtspiele,Offingen,bounced,48.47972,10.3613897
buc.mayr@filmcenter-dillingen.de,89407.0,Filmcenter Dillingen,Dillingen an der Donau,active,48.5784873,10.4937785
info@kino-hdh.de,89522.0,Capitol,Heidenheim,active,48.6776962,10.1496127
udolegner@gmx.de,89561.0,Open-Air Kino Ballmertshofer Filmfest,Dischingen,active,48.6711006,10.3684019
briefkasten@central-center.de,89584.0,Central-Center,Ehingen an der Donau,active,48.2803917,9.7222757
r.koch@ehingen.de,89584.0,Ehinger City Filmfestival,Ehingen an der Donau,active,48.2803917,9.7222757
filmhaus@stadt.nuernberg.de,90402.0,Filmhaus,Nürnberg,active,49.4485456,11.0795082
info@admiral-filmpalast.de,90402.0,Admiral Filmpalast,Nürnberg,active,49.451668,11.0754717
info@kommkino.de,90402.0,Kommkino,Nürnberg,active,49.4485024,11.0793416
kirsten.ehlers@cinecitta.de,90403.0,CINECITTA' Multiplexkino,Nürnberg,active,49.4485024,11.0793416
meisengeige@fantasiafilm.de,90403.0,Meisengeige,Nürnberg,active,49.4520265,11.0806974
info@riokino.de,90429.0,Rio Palast,Nürnberg,bounced,49.45072,11.0531197
mail@der-hirsch.de,90441.0,Hirschgarten goes Hollywood,Nürnberg,active,48.7800196,10.0150057
info@casablanca-nuernberg.de,90459.0,Casablanca Filmkunsttheater,Nürnberg,active,49.4382407,11.0786699
info@roxy-renaissance-cinema.de,90469.0,Roxy-Renaissance-Cinema,Nürnberg,bounced,49.4090678,11.0812989
metropolis@fantasiafilm.de,90489.0,Metropolis,Nürnberg,active,49.4585595,11.0942239
kinoeckental@gmx.de,90542.0,Casino-Lichtspiele,Eckental,active,49.5744642,11.1985566
lichtspiele_grosshabersdorf@yahoo.de,90613.0,Lichtspiele,Großhabersdorf,active,49.4053436,10.7843364
fuerth@cineplex.de,90762.0,Cineplex Fürth,Fürth,active,49.469673,10.9910257
info@mobileskino.de,90762.0,Freilichtbühne im Stadtpark Fürth,Fürth,active,49.4733653,10.9940673
kino@uferpalast.de,90762.0,Ufer-Palast,Fürth,active,49.4805092,10.9799838
mail@babylon-kino-fuerth.de,90762.0,Kiezkinotour Babylon/Open Air/Indoor,Fürth,active,49.4763467,10.9830401
mail@babylon-kino-fuerth.de,90762.0,Kiezkinotour Babylon/Open Air/Indoor,Fürth,active,49.4763465,10.9830187
mail@babylon-kino-fuerth.de,90762.0,Kiezkinotour Babylon/Open Air/Indoor,Fürth,active,49.4763446,10.9675153
erlangen@cinestar.de,91052.0,CineStar - Der Filmpalast,Erlangen,active,49.5919394,11.0028767
info@lamm-lichtspiele.de,91054.0,Lamm Lichtspiele,Erlangen,active,49.6011541,11.0003602
kino@e-werk.de,91054.0,E-Werk-Kino...,Erlangen,active,49.6007277,10.9990461
programmkino@e-werk.de,91054.0,Open Air Kino im Garten,Erlangen,active,49.6007276,10.9990354
info@kino-lichtspielhaus.de,91126.0,Kino-Lichtspielhaus,Schwabach,bounced,49.3679624,10.8223709
norbert.flecken@t-online.de,91126.0,Luna-Theater,Schwabach,active,49.33064,11.0203897
citykino@web.de,91217.0,City-Kino,Hersbruck,active,49.5096422,11.427719
dietmar.huttarsch@o2mail.de,91257.0,Regina-Filmtheater,Pegnitz,active,49.7557029,11.5461186
info@aischtaler-filmtheater.net,91315.0,Aischtaler Filmtheater Höchstadt,Höchstadt a.d.Aisch,bounced,49.7036887,10.805104
kontakt@kino-events.de,91413.0,Kino NEA - kino-events.de,Neustadt an der Aisch,active,49.579829,10.6048137
josef.kopelent@t-online.de,91438.0,Sommerkino Open Air im Freilandmuseum,Bad Windsheim,active,49.579829,10.6048137
info@capitol-kino-ansbach.de,91522.0,Capitol Kinocenter,Ansbach,active,49.2986327,10.5687132
info@kammerspiele.com,91522.0,Kammerspiele,Ansbach,active,49.2986327,10.5687132
info@kultur-am-schloss.de,91522.0,Sommernachtskino im Schlosshof,Ansbach,active,49.2984613,10.5696736
info@forumrothenburg.de,91541.0,Filmpalast im Forum Rothenburg,Rothenburg ob der Tauber,active,49.3716609,10.1813221
d.oezdemir@movieworld.bayern,91710.0,Movieworld Gunzenhausen,,bounced,49.1262856,10.7563718
mail@kino-gunzenhausen.de,91710.0,Movieworld Gunzenhausen,Gunzenhausen,active,49.1262856,10.7563718
mail@kino-treuchtlingen.de,91757.0,Central-Filmtheater,Treuchtlingen,active,48.9545136,10.9059264
info@kinowug.de,91781.0,Kino Center Weißenburg,Weißenburg,active,49.0308333,10.9740864
info@vilsflimmern.de,92224.0,Open Air Kino Vilsflimmern,Amberg,active,49.43395,11.8639297
stephan.goetz@cineplex.de,92224.0,Cineplex Amberg,Amberg,active,49.444397,11.8620103
dieter_hierstetter@web.de,92237.0,Luli-Kino-Center,Sulzbach-Rosenberg,bounced,49.5016134,11.7410666
info@sommer-kino-neumarkt.de,92318.0,Open-Air-Kino,Neumarkt,active,49.2884375,11.4523554
neumarkt@cineplex.de,92318.0,Cineplex Neumarkt,Neumarkt,active,49.2884375,11.4523554
rialtopalast@gmx.de,92318.0,Rialto Palast,Neumarkt,active,49.27878,11.4556797
info@cafe-beck.de,92342.0,Kino Beck,Freystadt,active,49.198253,11.3242687
kino-schwandorf@gmx.de,92421.0,Kino Schwandorf,Schwandorf,active,49.32688,12.105292
info@neue-welt-kino.de,92637.0,Neue Welt Kino-Center,Weiden,active,49.6805579,12.1510999
achim_hofbauer@t-online.de,93047.0,Garbo,Regensburg,active,49.0206496,12.0878674
info@filmgalerie.de,93047.0,Filmgalerie im Leeren Beutel,Regensburg,active,49.0206496,12.0878674
hallo@ostentorkino.de,93055.0,Ostentor,Regensburg,active,49.0183113,12.1005553
reginakino@r-kom.net,93059.0,Regina Filmtheater,Regensburg,active,49.02831,12.1019032
theater@akademiesalon.de,93059.0,Kinos im Andreasstadel,Regensburg,active,49.0243349,12.098215
postmaster@do-li.de,93086.0,Donaulichtspiele,Wörth an der Donau,bounced,48.9986111,12.3943641
info@starmexx.de,93133.0,STARMEXX - Erlebniskino,Burglengenfeld,active,49.1910552,12.0410264
kino-nittenau@t-online.de,93149.0,Kinocenter Nittenau,Nittenau,active,49.1978977,12.2601876
kontakt@kinocenter-kelheim.com,93309.0,Kelheimer-Lichtspiele,Kelheim,active,48.918758,11.8708007
info@roxy-kino.de,93326.0,Roxy-Kino,Abensberg,active,48.816486,11.8468697
kino@kino-cham.de,93413.0,Cine-World Cham,Cham,active,49.2200576,12.6632899
info@cineplex-passau.de,94032.0,Cineplex Passau,Passau,active,48.5722476,13.4546193
passau@cineplex.de,94032.0,Film Theater Metropolis,Passau,active,48.571486,13.4506947
kino-bad-fuessing@gmx.de,94072.0,Kino im großen Kurhaus Bad Füssing,Bad Füssing,active,48.3533333,13.3163086
freyung@cineplex.de,94078.0,Cineplex Freyung,Freyung,active,48.8084984,13.5444099
kino-regen@t-online.de,94209.0,Kino-Center Regen,Regen,active,48.9695356,13.1299105
filmtheater-zwiesel@t-online.de,94227.0,Filmtheater Zwiesel,Zwiesel,active,49.0140911,13.224705
info@kino-viechtach.de,94234.0,Neue Post-Lichtspiele,Viechtach,active,49.0789117,12.8831379
info@citydom.de,94315.0,Citydom Straubing,Straubing,active,48.8814276,12.5649905
info@kuki-landau.de,94405.0,KuKi - Das Kultkino,Landau an der Isar,active,48.8814276,12.5649905
info@kino-plattling.de,94447.0,Focus Cinemas Kino Center Plattling,Plattling,active,48.7865137,12.8961253
info@lichtspielhaus.com,94469.0,Schwarzmann Lichtspiele,Deggendorf,active,48.8333716,12.9611921
info@scala-hof.de,95028.0,Scala-Kino Hof,Hof,active,50.3141405,11.9147424
post@kino-hof.de,95028.0,Central-Kino,Hof,active,50.3141405,11.9147424
selb@cineplex.de,95100.0,Kino Center Selb,Selb,bounced,50.1705375,12.1278074
kulmbach@cineplex.de,95326.0,Cineplex Kulmbach,Kulmbach,active,50.1071337,11.44929
bayreuth@cineplex.de,95445.0,Cineplex Bayreuth,Bayreuth,active,49.9464322,11.5678019
mak@cineplanet.de,95615.0,Cineplanet Marktredwitz,Marktredwitz,active,50.0005424,12.0864321
kundenservice@cineplanet.de,95643.0,Cineplanet Tirschenreuth,Tirschenreuth,active,49.8696432,12.3405494
info@kino-mitterteich.de,95666.0,Angerlichtspiele,Mitterteich,active,49.9506505,12.2437505
post@lichtspielkino.de,96047.0,Sommerkino im Schloß Geyerswörth,Bamberg,active,49.8877759,10.886149
bamberg@cinestar.de,96052.0,CineStar - Der Filmpalast,Bamberg,active,49.8990388,10.8975867
post@odeonkino.de,96052.0,Odeon,Bamberg,active,49.8980556,10.8918641
info@kintopp-online.de,96142.0,Kintopp,Hollfeld,active,49.9351249,11.2863493
info@neuefilmbuehne.de,96215.0,Neue Filmbühne,Lichtenfels,active,50.1450713,11.0590997
info@open-air-bad-staffelstein.de,96231.0,Open Air Kino,Bad Staffelstein,bounced,50.145042,10.9790969
kontakt@filmburg-kronach.de,96317.0,Filmburg Kronach,Kronach,active,50.145042,10.9790969
info@fraenkischerkinosommer.de,96450.0,Coburger Kinosommer/Rosengarten,Coburg,active,50.2643018,10.9601837
info@fraenkischerkinosommer.de,96450.0,Coburger Kinosommer/Rosengarten,Coburg,active,50.2643018,10.9601837
info@utopolis-coburg.com,96450.0,Utopolis,Coburg,active,50.2633657,10.9649974
